ID;Name;Average.User.Rating;User.Rating.Count;Price;Developer;Age.Rating;Original.Release.Date;Genre
284921427;Sudoku;4;3553;299;Mighty Mighty Good Games;4;2008;Puzzle
284926400;Reversi;3.5;284;199;Kiss The Machine;4;2008;Board
284946595;Morocco;3;8376;0;Bayou Games;4;2008;Board
285755462;Sudoku (Free);3.5;190394;0;Mighty Mighty Good Games;4;2008;Puzzle
285831220;Senet Deluxe;3.5;28;299;RoGame Software;4;2008;Board
286210009;Sudoku - Classic number puzzle;3;47;0;OutOfTheBit Ltd;4;2008;Puzzle
286313771;Gravitation;2.5;35;0;Robert Farnum;4;2008;Puzzle
286363959;Colony;2.5;125;99;Chris Haynes;4;2008;Board
286566987;Carte;2.5;44;0;Jean-Francois Pautex;4;2008;Board
286682679;"""Barrels O' Fun""";2.5;184;0;BesqWare;4;2008;Casual
287563734;Quaddraxx;NA;NA;0;H2F Informationssysteme GmbH;4;2008;Puzzle
288096268;Lumen Lite;3.5;5072;0;Bridger Maxwell;4;2008;Puzzle
288669794;BubblePop;3;526;0;TMSOFT;4;2008;NA
288689440;Marple;3.5;989;99;Mikko Kankainen;4;2008;Puzzle
288918962;Tetravex Lite;2.5;2358;0;Futrell Software;4;2008;Puzzle
289217958;Awele/Oware - Mancala HD;3;112;0;SOLILAB;4;2008;Board
289217958;Awele/Oware - Mancala HD;3;112;0;SOLILAB;4;2008;Board
289382458;Chess Game;3;504;0;Memention Holding AB;4;2008;Board
290493286;Catcha Mouse;3.5;95971;0;Meme, Inc;4;2009;Puzzle
290614255;Cool Sudoku, Jigsaw, Killer;3.5;357;0;Splash Software Ltd.;4;2008;Puzzle
291074572;Mind the Corners;3;7;99;Zentropy Software;4;2008;Board
291723451;All You Can Eat;2;30;99;Armin Heinrich;9;2008;Casual
291894818;Ane Rouge;NA;NA;0;Jean-Francois Pautex;4;2008;Puzzle
291929815;Neiscat;NA;NA;99;Frederic Bronner;4;2008;Board
292242592;Boomshine;4;637;99;TwoDesk Software Company;4;2008;Puzzle
292274288;Gaia Lite;3.5;1563;0;Quicksand Interactive;4;2008;Puzzle
292421271;Fieldrunners;4;41869;299;Subatomic Studios, LLC;9;2008;Action
292538570;Lux Touch 3 - World Domination;3.5;72428;0;Sillysoft Games;9;2008;Board
292975610;"""Don't Square""";2.5;190;99;Solid Apps GmbH;4;2008;Board
294166538;Smart Rummy;2.5;69;299;Pramod Shankar;4;2008;Card
294193726;Expert Sudoku;4;523;299;Mighty Mighty Good Games;4;2008;Puzzle
294596096;Edgewise;3.5;23;0;Greggy Bits Software;4;2008;Card
294631172;Chess Genius;4;156;599;Lang Software Limited;4;2008;Board
295445501;Chess - tChess Pro;4;3062;799;Tom Kerrigan;4;2008;Board
295462558;Toobz;3.5;2425;99;Jason Haslup;4;2008;Puzzle
296183853;Color Sudoku;3.5;518;299;Mighty Mighty Good Games;4;2008;Puzzle
296756437;Chess - tChess Lite;3.5;5488;99;Tom Kerrigan;4;2008;Board
296853351;Checkers Online Lite;2.5;3521;0;EUROCENTER;4;2008;Board
297558390;TapDefense;3.5;273687;0;TapJoy;9;2008;Simulation
297643414;Chinese Chess (Xiangqi);3;67;99;Easy 8 Software;4;2008;Board
298748403;Warfare Incorporated;3.5;5931;0;Spiffcode, Inc.;9;2008;Action
298908505;Strategery;4;2798;199;Affogato LLC;4;2008;Board
299139129;5x5 Shogi (MiniShogi) K55;4;16;299;Yoshikazu Kakinoki;4;2008;Board
299471086;Deep Green Chess;4;483;799;Cocoa Stuff;4;2008;Board
299631906;Jewel Lines;3;75;299;Software River Solutions, Inc;4;2008;Puzzle
299813413;Lux DLX 3 - Map Conquest Game;4;5629;499;Sillysoft Games;9;2008;Board
299878026;ChartFight SP;3;2482;99;Mutant Piano Software;4;2008;Board
300025550;Robo Logic;3.5;77;99;digitalsirup GmbH;4;2008;Puzzle
300893278;RoboLogic Lite;3;1461;0;digitalsirup GmbH;4;2009;Puzzle
301163765;Kakinoki Shogi (Japanese Chess);4;75;499;Yoshikazu Kakinoki;4;2009;Board
301418753;Kings Corners Free;2.5;1741;0;Ilium Software, Inc.;4;2009;Card
301733979;Flip Ninja;2.5;6;0;Audacity Software Pte. Ltd.;4;2009;Puzzle
301746785;Gun Runner Wars;3;740;99;CUBIC digital;9;2009;Simulation
302312895;Word Zapper;3;89;99;NTP;4;2009;Word
302331458;Antivirus;3;187;0;DeadRatGames;9;2009;Simulation
302510211;Arcs;4;413;299;Pomegranate Apps LLC;4;2009;Puzzle
302532668;Shogi Kifu;NA;NA;399;Yoshikazu Kakinoki;4;2011;Board
302532668;Shogi Kifu;NA;NA;399;Yoshikazu Kakinoki;4;2011;Board
303188552;Strategery Lite;3.5;9121;0;Affogato LLC;4;2009;Board
303337299;Wedding Dash Deluxe;4.5;17056;99;Glu Games Inc;4;2009;Action
303401746;Agency Wars Lite;2.5;17045;0;MindJolt;4;2009;Role Playing
303475501;Touch Physics Lite;3.5;42210;0;Gamez 4 Touch;4;2009;Puzzle
303477061;FIREWALL: Defender FREE;2.5;1156;0;Solus Games;4;2009;Puzzle
303830590;PocketSports Football Lite;2.5;20234;0;Solus Games;12;2009;Sports
303954672;BallSnare;3.5;7;99;John Gregorek;4;2009;Casual
304657926;Wordology;3.5;125;299;Cerebral Gardens;4;2009;Word
304878580;Omar Sharif Bridge;2.5;359;599;ZingMagic Limited;4;2009;Card
304932775;PahJong Hurricane;3;6;99;John Gregorek;4;2009;Casual
305123066;Wedding Dash;4;101209;0;Glu Games Inc;4;2009;Action
305260337;PahJong Tsunami;NA;NA;99;John Gregorek;4;2009;Casual
305324342;Slay;3;4885;399;"""Sean O'Connor""";9;2009;Board
305462255;Paintball II;2;84;299;CrazySoft Limited;4;2009;Puzzle
305464559;Psarakia (Ice Fishing);3.5;13;299;CrazySoft Limited;4;2009;Puzzle
305620716;Shogi Demon;3.5;27;299;NUTRACTOR;17;2009;Board
305929056;Tiki Towers LITE;3.5;29495;0;GameHouse;9;2009;Puzzle
306165224;Gun Runner +;2.5;5462;0;CUBIC digital;9;2009;Adventure
307013525;Polycubes;3.5;19;0;Voxeloid Kft.;4;2009;Puzzle
307083604;Port Defender\xae - 2D Field Defense;3.5;860;0;Michael Fuller;9;2009;Action
307132353;"""Sally's Spa""";4.5;35199;299;Games Cafe Inc.;4;2009;Action
307219373;Port Defender\xae Lite - 2D Field Defense;3;5013;0;Michael Fuller;9;2009;Action
307538288;"""Tap 'n' Pop Classic: Balloon Group Remove""";3.5;1119;299;Software River Solutions, Inc;4;2009;Puzzle
307662507;Conquest (+ all maps);3.5;2606;499;"""Sean O'Connor""";9;2009;Board
308032437;Shredder Chess;4.5;863;399;Eiko Bleicher, Skizzix.com;4;2009;Board
308608974;Wordology Lite;3;1926;0;Cerebral Gardens;4;2009;Word
308834118;Gomoku Free (\u4e94\u5b50\u68cb, \u4e94\u76ee\u4e26\u3079, \uc624\ubaa9);2.5;1848;0;Savy Soda;4;2009;Board
309225116;"""Tap 'n' Pop Classic (Lite): Balloon Group Remove""";3;24821;0;Software River Solutions, Inc;4;2009;Puzzle
309399343;Tournament Reversi Free;3.5;2503;0;Futrell Software;4;2009;Board
310251116;Bloons;4;16693;99;Ninja Kiwi;4;2009;Puzzle
311395856;Chess \u2219;3.5;191081;0;Optime Software LLC;4;2009;Board
311395924;Chess Premium;4;2767;199;Optime Software LLC;4;2009;Board
311456818;UniWar: Multiplayer Strategy;3.5;14073;0;SH Limited;9;2009;Role Playing
311466554;Pocket Tanks Deluxe;4.5;5543;499;Blitwise Productions, LLC;9;2009;Family
311468972;Castle Smasher;3;12659;99;Donut Games;4;2009;Action
311544087;Pocket Tanks;4;90386;0;Blitwise Productions, LLC;9;2009;Family
312093430;Inverti;3;40;0;Frank LaRosa;4;2009;Board
313149078;Crystal Mine;2;353;0;Modular Dreams Inc;4;2009;Casual
313324870;Nerve;2.5;47;0;Mahboud Zabetian;4;2009;Strategy
313365393;Pebbles;3;866;0;Objective Development;4;2009;Board
313478124;AirTycoon - Airline Management;3.5;3416;0;TRADEGAME Lab Inc.;4;2009;Role Playing
313734044;Jungle Crash Land;3.5;67670;99;Donut Games;4;2009;Action
313835253;PortOfCallL;2.5;634;0;Dipl.-Ing. Rolf-Dieter Klein;4;2009;Simulation
314162908;"""Swap 'n Drop""";3;282;299;CH4 Productions;4;2009;Puzzle
314464100;Boxed In;3.5;93235;99;Dennis Mengelt;4;2009;Puzzle
314506629;SmartGo Player;4;569;299;Smart Go, Inc.;4;2009;Board
314907526;Big 2 Classic;3.5;127;299;38 Softworks Inc.;4;2009;Card
315733642;"""Sally's Spa Lite""";4;193923;0;Games Cafe Inc.;4;2009;Action
316491616;TowerMadness;4;42389;299;Limbic Software;9;2009;Puzzle
316540851;Chinese Chess Master;3.5;207;399;PPCLINK Software;4;2009;Board
317154247;Block Off;3;16554;0;Elements of Design LLC;4;2009;Puzzle
317677424;UAV Fighter Free;3;6906;0;Entertaining Games, Inc.;12;2009;Simulation
318083567;WORP - Next Gen Solitaire Puzzle;3;9;199;Maximilian Auer;4;2009;Board
318267805;Bubble Buster;3.5;2110;0;North Sky Games;4;2009;Board
318280645;Age of Conquest: Europe;3.5;267;399;Noble Master LLC;12;2009;Board
318465515;Backgammon!;2;704;0;osnine;4;2009;Board
318639200;Crush the Castle;3.5;23854;99;Armor Games Inc;12;2009;Adventure
318974349;PopGroup;3;847;99;Tom Kerrigan;4;2009;Board
318975161;PopGroup Lite;3;233;0;Tom Kerrigan;4;2009;Board
319009472;TapSquares;3;5;99;Bubble Pop Software;4;2009;Puzzle
319305999;Chess;4.5;14864;0;Vintolo Ltd;4;2009;Board
319519142;TOTL;2.5;43;0;Robert Urschel;4;2009;Puzzle
320166918;Tic-Tac-Toe Arena;1.5;8;199;RookSoft Ltd.;4;2009;Board
320469536;4_IN_1_ROW_Lite;2.5;3593;0;AOBO Co.,Ltd;4;2009;Board
320667784;Tournament Checkers Free;3;344;0;Futrell Software;4;2009;Board
321026028;Checkers;4.5;36581;0;Vintolo Ltd;4;2009;Board
321026028;Checkers;4.5;36581;0;Vintolo Ltd;4;2009;Board
321219952;Pipe Mania;3;302;0;Virtual Programming Ltd;4;2009;Puzzle
321369231;WORMS;4;5778;199;Team17 Software Ltd;12;2009;Action
321756558;Pixel Starships\u2122;4.5;27739;0;Savy Soda;9;2016;Role Playing
322110989;PUSHY;4;163;199;medienwerkstatt;4;2009;Puzzle
322423174;Traffic Rush;3.5;212763;99;Donut Games;9;2009;Action
322829337;Traffic Control!;3;24;0;Jon Davis;4;2009;Puzzle
323122770;Sudoku Infinite;3.5;166;0;Ludovic Landry;4;2009;Casual
323242790;Cartoon Wars;3.5;35905;99;BLUE;12;2009;Role Playing
323249918;Hexxagon;2.5;268;99;Aleksejs Voloviks;4;2009;Board
323375748;Big Deuce - Big 2 Classic;3;942;0;38 Softworks Inc.;4;2009;Card
323833695;Archmage Defense Lite;3.5;3135;0;Nerv Technology;9;2009;Action
324012853;Orbital;4;1435;299;bitforge Ltd;4;2009;Puzzle
324018225;Tic Tac Toe: World Challenge;3;680;0;DigitalFun;4;2009;Board
324331173;Stock Wars - Virtual Investing;3.5;3015;0;Continuous Integration Inc.;4;2009;Simulation
324335340;Sudoku Deluxe\xae;4.5;688;0;Mobile Deluxe;4;2009;Word
324355661;Block Drop\xae;4;113;99;Freecloud Design, Inc.;4;2009;Puzzle
324530319;All American Girls Concentration Memory Game;2;291;99;No Tie, LLC;17;2009;Board
324538716;Phoenix Emperor 50 Marks;4.5;62;0;Codxp, Inc;12;2009;Adventure
324561305;Cleopatra\xae;3.5;1054;0;IGT;12;2009;NA
324715902;Bored;3.5;9;0;Patrick Q. Kelly;4;2009;Puzzle
326148795;Orient Express: The Train Simulator;3;657;0;AppMania;4;2009;Simulation
326162486;Icy Escort;3;47338;99;Donut Games;4;2009;Family
327098920;Alice Greenfingers;3.5;1979;99;Donut Games;4;2009;Simulation
327244757;Space Control;2.5;654;99;Aleksejs Voloviks;4;2009;Casual
327708154;HIARCS Chess;4;213;999;Applied Computer Concepts Ltd.;4;2009;Board
327755335;Mobile Aquarium;3;15277;0;TLogic.de;4;2009;Simulation
327771130;PUSHY lite;3.5;776;0;medienwerkstatt;4;2009;Puzzle
328034857;Ancient War;3.5;5378;0;Triniti Interactive Limited;12;2009;Action
328168559;Backgammon NJ;4;2567;499;Jimmy Hu;4;2009;Board
328330651;Pebble Command;2.5;29;0;Pavlos Tsochantaris;4;2009;Action
328415391;Yahoo Fantasy Football & more;3.5;199585;0;Yahoo;17;2009;Sports
329218549;Chess - Play & Learn;4.5;143719;0;Chess.com;4;2009;Board
329466722;DodgeDot;3;4289;0;Jampaq, Inc.;4;2009;Casual
329629837;Mummy: Tomb of the Lost Souls FREE;3;178;0;Richard Nguyen;4;2009;Puzzle
329707508;Cannon Siege;3;694;0;Chad Towns;12;2009;Casual
329911028;Slideswipe;5;6;99;Plannerhead;4;2010;Education
330159662;Cows In Space;3;46861;99;Donut Games;4;2009;Family
330222186;Fare City: Taxi Mania;3.5;1639;99;Finkly Interactive;4;2009;Family
330511928;Cartoon Wars Lite;4;148144;0;BLUE;12;2009;Adventure
331271904;Bloons TD;4;7950;299;Ninja Kiwi;4;2009;Casual
331513453;IpickMega;NA;NA;99;Avruk, LLC;4;2009;NA
331538702;Igowin Tutor;3.5;517;0;Smart Games;4;2009;Board
332424440;MILLIONAIRE TYCOON\u2122;3.5;4049;99;Savy Soda;4;2009;Board
333178201;Tic Tac Toe 3-in-a-row;3;345;0;Courtney & Company;4;2009;Board
333208117;Chain Rxn Free;3.5;7499;0;Zwigglers Mobile;4;2009;Strategy
333277750;Trump It;1.5;18;0;Added Entertainment Ltd;4;2009;Card
333279031;Titanic Rescue;3;38008;99;Donut Games;4;2009;Family
333453221;Ninja TD Lite;3.5;3650;0;Crazy Carpenter;4;2009;Action
334183810;Naval Fight;2.5;1604;0;Steve Tranby;4;2009;Board
334187594;MILLIONAIRE TYCOON\u2122 : Free Realestate Trading Strategy Board Game;3;17680;0;Savy Soda;4;2009;Board
334436243;Chicken Chess;3.5;7;0;Vaibhav Electronics Pvt Ltd;4;2009;Board
334546669;Earth Alliance: Earth Defense;NA;NA;0;Nebula Softworlds;9;2009;Simulation
334616790;Gypsy Cards;3;166;0;Evermagica;9;2009;Card
334828574;Missile Pod Launcher;2;868;0;Belprog Belprog;12;2009;Casual
335019557;Stone Wars;3.5;10785;0;EpicForce Entertainment Ltd.;12;2009;Action
335029050;Catan Classic;4;17440;499;USM;4;2009;Board
335049342;Solve Sudoku FREE;2.5;234;0;Procypher Software Co.;4;2009;Puzzle
335249553;TowerMadness Zero;4;95466;0;Limbic Software;9;2009;Puzzle
335498819;Vikings\u2122 Free;2.5;295;0;Entertaining Games, Inc.;9;2010;Role Playing
335523128;Galaxy Trek;4;178;99;George Dimidik;4;2009;Role Playing
335545504;King of Dragon Pass;5;960;999;A Sharp, LLC;12;2011;Role Playing
335789094;Bad Apples;3;3284;0;Metaversal Studios;4;2010;Puzzle
335929820;Sudoku Scrapbook;4;63;299;Mighty Mighty Good Games;4;2009;Puzzle
335941858;Handgun FREE;2;849;0;Belprog Belprog;17;2009;Action
336106741;Fare City: Taxi Mania FREE;3.5;532;0;Finkly Interactive;4;2009;Family
336302082;Art Of War 2: Global Confederation;3;746;0;Gear Games;9;2009;Board
336305171;Orbital Free;4;3910;0;bitforge Ltd;4;2009;Puzzle
336472524;Arctopia: A Puzzle Game;4;118;0;Alexander Williams;4;2009;Puzzle
337209160;"""Traveler's Quest""";4;486;0;Kitty Code;12;2009;Family
338117897;2012 Tumble;3.5;884;0;Rich Olson;9;2009;Puzzle
338348877;Runway Free;3;80790;0;Rahul Biswas;4;2009;Role Playing
338490375;DropZap;3;1419;99;Amir Michail;4;2009;Puzzle
338729908;Furballs!;3.5;30;99;Freecloud Design, Inc.;9;2009;Casual
338740447;"""Tap 'n' Pop Arcade: Group Remove""";3;297;199;Software River Solutions, Inc;4;2009;Puzzle
339224754;Pinochle Plus;4;893;399;fishdog.net;4;2009;Card
339348074;Solo Noble - Peg Solitaire - Free;2.5;240;0;iKreeda Games;4;2009;Board
339451567;Pok\xe9 Dexter - Generation I to VI;3;1471;99;iVenus;4;2009;Adventure
339473599;Age of Conquest: North America;3.5;123;399;Noble Master LLC;12;2009;Board
339597241;Jewel Lines Lite;2.5;6630;0;Software River Solutions, Inc;4;2009;Puzzle
339720335;Termite;3.5;158;0;Milan Toth;4;2009;Action
340524558;"""Tap 'n' Pop Arcade: Group Remove (FREE)""";2.5;3183;0;Software River Solutions, Inc;4;2009;Puzzle
340590296;T-Bomb;NA;NA;199;JS Digital Productions, Inc.;9;2009;Puzzle
340769953;Trenches;4;26674;99;Catapult Consulting, LLC;17;2009;Action
341089820;Solitaire Classic;3.5;17409;0;Iversoft Solutions;4;2009;Card
341239927;Fragmental 3D - Build Lines with Falling Blocks!;4;84;99;Aesthetic Interactive;4;2009;Puzzle
341288790;ShotTacToe;5;7;99;Phone Bros;17;2009;Board
342097431;European War;3.5;286;99;EASY Inc.;9;2009;Board
342254531;Catch-21;3;1620;0;Game Show Network;4;2009;Card
342648612;TapOut by Tapjoy;3.5;37435;0;TapJoy;4;2009;Puzzle
342960702;Red Conquest! (Episodes 1 & 2!);4;532;99;Cat in a Box Games;12;2009;Simulation
343751704;Alien Antigens Lite;2;18;0;Twisted Noodle llc;4;2009;Puzzle
343795703;Shredder Chess Lite;4;836;0;Eiko Bleicher, Skizzix.com;4;2009;Board
343816134;Home Sweet Home LITE;3.5;13618;0;Big Blue Bubble;4;2009;Simulation
344058289;Six Logic: Use your Brain!;4;64;99;Horacio Jimenez;4;2009;Puzzle
344115274;Zen Wars;4;184;99;subzero.eu;9;2011;Casual
344942625;3 Boxes;2.5;310;0;Jan Mazurczak;4;2009;Puzzle
345015452;Age of Conquest: Asia;3.5;92;299;Noble Master LLC;12;2009;Board
345748786;Strimko Lite;3.5;324;0;Puzzlium, Inc.;4;2009;Puzzle
346622193;Rogue Planet - FREE;3.5;1736;0;Agharta Studio;9;2009;Action
346656942;Fragmental 3D Lite - Build Lines with Falling Blocks!;2.5;1377;0;Aesthetic Interactive;4;2009;Puzzle
346728338;"""Gerry's Pegs""";2;6;99;Gerry Beggs;4;2009;Board
347024989;Merchant;3.5;96;0;Oberon Interactive;4;2014;Simulation
347872059;European War Lite;3.5;1739;0;EASY Inc.;9;2009;Simulation
347920086;Instant Chess;4;1009;0;InstantChess Ltd;4;2009;Board
347990652;Solve My Sudoku Penultimate;2;602;0;Bata Construction;4;2009;Puzzle
347996243;Optia;4;1335;299;Beder Studios;4;2009;Puzzle
348056335;Hipercubo;3;86;0;StudioAvante;4;2010;Puzzle
348308731;2012 Zombies vs Aliens Warfare;3.5;37350;0;Infinidy Corp;12;2010;Role Playing
348639431;Crazy Chess Random - BA.net;2;119;0;Jaime Garcia Ghirelli;4;2009;Board
348741265;Bungee Stickmen - Australian Landmarks {LITE +};3;1229;0;Poulet Maison Ptd Ltd;12;2010;Adventure
348741265;Bungee Stickmen - Australian Landmarks {LITE +};3;1229;0;Poulet Maison Ptd Ltd;12;2010;Adventure
348792842;Tic Tac Toe Countdown;3.5;14;0;Mikito Yoshiya;4;2010;Board
348795059;Space Harvest;4;342;0;All-Seeing Interactive;9;2010;Action
349841578;Shark Attack Lite;3;254;0;The Clash Soft;4;2010;Casual
351086172;Pinochle;4.5;10311;0;fishdog.net;4;2010;Card
351214816;Space Adventure;2.5;319;99;Aleksejs Voloviks;4;2010;Simulation
351448383;M\xfc;4;98;299;House Full of Games;4;2010;Card
351683087;Two Hearts;3;49;0;Abbacore LLC;9;2010;Puzzle
352292715;TankTigersES;3.5;307;0;RustyRaven;9;2010;Action
353864056;ADMIRAL : Battle for Uranium;3;41;299;S.MARSAULT;12;2010;Simulation
353941606;Vile Haberdashery;3;11;0;Barking Dog Interactive;12;2010;Role Playing
355022891;Laser Chess;1.5;200;0;Modular Dreams Inc;4;2010;Board
355524910;Worms 2: Armageddon;4.5;9908;499;Team17 Software Ltd;12;2010;Action
356086906;1 2 25;3;124;0;Scanraid Ltd;4;2010;Puzzle
356153459;"""Akira Watanabe's TsumeShogi, intermediate course""";NA;NA;199;Mynavi Publishing Corporation;4;2010;Board
356161101;Taxi Gone Crazy;3.5;6381;0;Social Mobile Designs LLC;4;2010;Action
356277312;Sync-Ball;5;37;99;Tozai, Inc.;4;2010;Puzzle
356578890;Musket & Artillery: American Revolutionary War Lite;3.5;1456;0;EASY Inc.;9;2010;Board
357039281;64andWomen;NA;NA;199;Avruk, LLC;4;2010;Sports
357708798;Bubble Shooter Classic;2.5;272;99;Absolutist Ltd;4;2010;Puzzle
358060284;Chess+More;3;157;199;Joshua Minor;4;2010;Strategy
358348579;Chicks;3;13433;0;Triniti Interactive Limited;4;2010;Puzzle
358617686;Shogi Lv.100 (Japanese Chess);4.5;28;299;UNBALANCE Corporation;4;2010;Board
359033497;Mills And More Lite;3;17;0;MeganetSoft;4;2010;Board
359060159;TheBench;2.5;11;199;Panacea Technologies;4;2010;Sports
359081738;Chrome-8;4.5;8;0;LMH S\xe4flund AB;4;2010;Puzzle
359891723;ESPN Tournament Challenge;4;45686;0;ESPN;4;2010;Sports
360918170;River Tower Defence - Free tower defense games;2.5;1096;0;MystoneGame Inc;4;2010;Action
361294339;Mahjong!;3;203;199;POK;4;2010;Card
361967071;Nuclear Defence;NA;NA;99;Gianluca Natalini;4;2010;Casual
362548659;Lonpos Lite;2.5;39;0;Lonpos USA;4;2010;Puzzle
362562850;Sudoku Tablet;2.5;2117;0;Heiko Hambrock;4;2010;Family
362890121;Spider Solitaire Classic;3.5;12215;0;Iversoft Solutions;4;2010;Card
363480718;Warlords: Call To Arms;3.5;6230;199;Greyhound Games;9;2010;Action
363503154;Worms HD;3.5;579;199;Team17 Software Ltd;12;2010;Action
364165557;Small World 2;4;1550;499;Asmodee Digital;9;2010;Board
364204209;Fieldrunners for iPad;4;2303;399;Subatomic Studios, LLC;9;2010;Action
364478839;Chinese Checkers Lite;4;1638;0;WildCard Classics Inc;4;2011;Board
364502845;Free Cell Classic;4;6839;0;Iversoft Solutions;4;2010;Card
364575127;"""Ada's Hospital""";3;2738;0;Triniti Interactive Limited;4;2010;Simulation
364741787;WORP HD - Next Gen Solitaire Puzzle;5;5;199;Maximilian Auer;4;2010;Board
364854741;SmartGo Kifu;4.5;227;1999;Smart Go, Inc.;4;2010;Board
364870866;Touch Physics HD;4;184;299;Gamez 4 Touch;4;2010;Puzzle
364895370;Tank Ace 1944 HD;2.5;16;199;RESETgame;12;2010;Action
364900027;Shredder Chess for iPad;4.5;368;399;Eiko Bleicher, Skizzix.com;4;2010;Board
364902376;Airport One;2.5;420;299;Touch Art, s.r.o.;4;2010;Casual
364918873;Fish Farm;3.5;24688;0;bitbros Inc.;4;2010;Simulation
365417902;G.Blacksmith Lite;3;107;0;Crazy Carpenter;4;2010;Puzzle
365445568;You & Me - Boxes Lite;2.5;15;0;Key Software Services Private Limited;4;2010;Puzzle
365520139;Succulent Expressions;NA;NA;199;Succulent Enterprises Inc.;17;2010;Word
365735712;Airport Madness Mobile;3.5;187;499;Fluik;9;2010;Simulation
366158571;"""Eric's Spider Solitaire Lite""";2.5;6147;0;Eric Snider;4;2010;Card
366159742;"""Eric's Spider Solitaire HD""";4.5;954;99;Eric Snider;4;2010;Card
366161039;"""Eric's FreeCell Solitaire Pack HD""";5;1229;99;Eric Snider;4;2010;Card
366161441;"""Eric's Spider Sol HD Lite""";3;1361;0;Eric Snider;4;2010;Card
366248696;Chess Premium HD;4.5;1003;199;Optime Software LLC;4;2010;Board
366253054;Dream Travel Agency;2.5;79;299;AFEEL, Inc.;4;2010;Simulation
366536578;Tank Ace 1944 HD Lite;2;697;0;RESETgame;12;2010;Action
366561888;Pitch;4;2987;199;Jeff Harden;4;2010;Card
366798640;Four Tribes;3;85;199;"""Sean O'Connor""";9;2010;Action
366939020;Airport Madness Mobile Lite;3.5;2217;0;Fluik;9;2010;Simulation
367107953;Farm Story\u2122;4;129759;0;Storm8 Studios;4;2010;Simulation
367233816;Gipsy King;NA;NA;99;ycyclop games;4;2010;Board
367235715;Slotter;2.5;132;99;Benjamin Zachey;4;2010;Family
367248882;Mine Searcher;NA;NA;99;Thomas Sunde Nielsen;4;2010;Board
367278729;"""Eric's Spider Solitaire!""";4.5;3344;99;Eric Snider;4;2010;Card
367322717;Capita;3.5;5;99;DigitalOrigins Ltd;4;2010;Puzzle
367324774;PocketM - \u0e2b\u0e21\u0e32\u0e01\u0e23\u0e38\u0e01\u0e44\u0e17\u0e22;3.5;45;0;Nattachai Ungsriwong;4;2010;Board
367568101;Shogi Lv.100 for iPad (Japanese Chess);4;15;399;UNBALANCE Corporation;4;2010;Board
367637700;Chess HD  \u2219;4;16293;0;Optime Software LLC;4;2010;Board
367907414;3D Benchmark;2.5;387;0;Luis Evaristo Rodriguez Campos;12;2010;Simulation
368167255;RuneRun;1.5;7;99;Redikod;9;2010;Puzzle
368425673;Park Star Lite;3;705;0;EASY Inc.;4;2010;Simulation
368440550;ALERT! Finger Button Fun (FREE);3;3813;0;Zealogic, Inc.;4;2010;Trivia
368841090;TowerMadness HD;4.5;18279;499;Limbic Software;9;2010;Action
369230474;Square-Off - An Educational Game from School Zone;3;136;0;School Zone Publishing;4;2010;Puzzle
369632622;Empire Ascendant Lite;3;156;0;DeadRatGames;9;2010;Simulation
370505059;Frosting Free;3;37299;0;Rahul Biswas;4;2010;Role Playing
370559102;Land Air Sea Warfare;4;978;99;Isotope 244;12;2010;Action
370826800;Crank It! - Letters - Brain Teaser;3;39;99;Tsolias Software;4;2010;Puzzle
371177212;Crank It! - Numbers - Brain Teaser;2;35;99;Tsolias Software;4;2010;Puzzle
371267033;"""Ada's Fashion Show""";3.5;449;0;Triniti Interactive Limited;4;2010;Simulation
371323725;Tactica - Turn Based Strategy;3.5;113;99;mathHeartCode UG(haftungsbeschraenkt);9;2010;Board
371380665;Backgammon NJ HD;4;5326;799;Jimmy Hu;4;2010;Board
371670940;Tate Trumps;2.5;26;0;Tate Gallery;4;2010;Card
372283052;Sudoku Colors HD;3;9;0;Big Blue Clip, LLC;4;2010;Puzzle
372344620;Slice the Ice - Physics Game;NA;NA;0;Axel Friedrich;4;2017;Puzzle
372918687;Hero Wars : Free;4;1158;0;Naomicsoft;4;2010;Action
373002953;Blood & Honor No Ads;4;3447;499;Sandstorm Interactive S.R.L.;12;2010;Board
373258797;Kakinoki Shogi for iPad;3;11;599;Yoshikazu Kakinoki;4;2010;Board
373750568;G.Blacksmith.Color Lite;3.5;119;0;Crazy Carpenter;4;2010;Puzzle
373751016;Agent-X free;NA;NA;0;Qeevee GmbH;4;2017;Action
374143422;Magic Alchemist;5;19;199;erdenkriecher.de;4;2010;Puzzle
374166033;Fantastic Checkers Go;3.5;769;0;EnsenaSoft;4;2010;Board
374226978;Igowin Pro;4;23;499;Smart Games;4;2010;Board
374559518;Galactic Empires: Age of Battle;3;1782;0;Serhiy Zahniy;4;2010;Role Playing
374976525;Trainwreck;NA;NA;0;GameWeaver;4;2016;Puzzle
375694800;Simply Gomoku HD;3.5;552;0;Simply Game;4;2010;Board
375715528;Keno Pad;4.5;32;599;Keno Tap LLC;12;2010;NA
375968612;Sensible Soccer Skills;3;183;0;Reliance Big Entertainment UK Private Ltd;4;2010;Sports
376098160;Bubble Explode - Blast Shooter;3.5;51383;0;Spooky House Studios UG (haftungsbeschraenkt);4;2010;Puzzle
376129315;Collider\xae;4;1250;99;Freecloud Design, Inc.;4;2010;Puzzle
376533255;Nuclear Defence HD;1.5;46;99;Gianluca Natalini;4;2010;Action
